,tag
1730,children_playing
1978,children_playing
2922,dog_bark
6142,jackhammer
7305,siren
3796,drilling
1950,children_playing
6550,jackhammer
428,air_conditioner
1688,children_playing
202,air_conditioner
8634,street_music
4939,engine_idling
6379,jackhammer
7379,siren
2555,dog_bark
5380,engine_idling
2170,children_playing
3460,drilling
4651,engine_idling
4757,engine_idling
590,air_conditioner
2086,children_playing
4043,drilling
110,air_conditioner
6538,jackhammer
5327,engine_idling
4427,drilling
5625,gun_shot
160,air_conditioner
4184,drilling
2594,dog_bark
239,air_conditioner
1183,car_horn
1225,car_horn
7797,street_music
3552,drilling
2439,dog_bark
5177,engine_idling
3216,dog_bark
4371,drilling
4249,drilling
7565,siren
6911,siren
1102,car_horn
4565,engine_idling
5880,jackhammer
4467,engine_idling
2980,dog_bark
7804,street_music
7588,siren
4117,drilling
6330,jackhammer
2550,dog_bark
705,air_conditioner
4971,engine_idling
4582,engine_idling
6386,jackhammer
4155,drilling
7111,siren
1483,children_playing
241,air_conditioner
6361,jackhammer
807,air_conditioner
5920,jackhammer
8513,street_music
4999,engine_idling
7568,siren
1201,car_horn
1627,children_playing
607,air_conditioner
8405,street_music
1926,children_playing
8229,street_music
8075,street_music
1718,children_playing
795,air_conditioner
100,air_conditioner
5908,jackhammer
1543,children_playing
8192,street_music
6307,jackhammer
5429,gun_shot
4836,engine_idling
4540,engine_idling
6149,jackhammer
1829,children_playing
4499,engine_idling
5122,engine_idling
2607,dog_bark
3275,dog_bark
6184,jackhammer
550,air_conditioner
274,air_conditioner
7920,street_music
6418,jackhammer
7539,siren
155,air_conditioner
4505,engine_idling
3750,drilling
6685,jackhammer
7423,siren
4448,engine_idling
1339,car_horn
733,air_conditioner
8110,street_music
7471,siren
638,air_conditioner
2079,children_playing
356,air_conditioner
7246,siren
6176,jackhammer
179,air_conditioner
1928,children_playing
5421,engine_idling
1450,children_playing
3066,dog_bark
773,air_conditioner
822,air_conditioner
6146,jackhammer
8610,street_music
5121,engine_idling
2459,dog_bark
2557,dog_bark
745,air_conditioner
7810,street_music
4945,engine_idling
8100,street_music
2094,children_playing
4347,drilling
4,air_conditioner
6316,jackhammer
8129,street_music
8146,street_music
2764,dog_bark
6922,siren
4538,engine_idling
8298,street_music
2708,dog_bark
6319,jackhammer
7890,street_music
3798,drilling
8051,street_music
1526,children_playing
5197,engine_idling
4396,drilling
6601,jackhammer
5445,gun_shot
5836,jackhammer
338,air_conditioner
1140,car_horn
78,air_conditioner
7278,siren
3526,drilling
1501,children_playing
1598,children_playing
5320,engine_idling
3680,drilling
5949,jackhammer
6908,siren
6597,jackhammer
8293,street_music
3687,drilling
6486,jackhammer
3221,dog_bark
2213,children_playing
5659,gun_shot
5262,engine_idling
1272,car_horn
5778,gun_shot
4170,drilling
4716,engine_idling
4345,drilling
5931,jackhammer
5859,jackhammer
591,air_conditioner
1992,children_playing
3862,drilling
7403,siren
5714,gun_shot
8579,street_music
421,air_conditioner
1217,car_horn
5910,jackhammer
7501,siren
5620,gun_shot
1049,car_horn
7173,siren
6095,jackhammer
3748,drilling
4510,engine_idling
7496,siren
2873,dog_bark
5558,gun_shot
6627,jackhammer
3920,drilling
935,air_conditioner
266,air_conditioner
2925,dog_bark
722,air_conditioner
2340,children_playing
4221,drilling
4798,engine_idling
242,air_conditioner
4418,drilling
719,air_conditioner
3935,drilling
3132,dog_bark
832,air_conditioner
4641,engine_idling
4802,engine_idling
694,air_conditioner
240,air_conditioner
4972,engine_idling
8098,street_music
8358,street_music
8595,street_music
3770,drilling
7580,siren
3743,drilling
4692,engine_idling
2533,dog_bark
5489,gun_shot
2495,dog_bark
25,air_conditioner
6515,jackhammer
5612,gun_shot
5945,jackhammer
5963,jackhammer
7415,siren
1003,car_horn
4286,drilling
3019,dog_bark
6649,jackhammer
7520,siren
7402,siren
2446,dog_bark
1592,children_playing
873,air_conditioner
2694,dog_bark
7598,siren
7725,siren
2519,dog_bark
8705,street_music
5900,jackhammer
780,air_conditioner
863,air_conditioner
6203,jackhammer
6719,jackhammer
7081,siren
3952,drilling
2852,dog_bark
2436,dog_bark
7582,siren
562,air_conditioner
7095,siren
6694,jackhammer
6801,jackhammer
956,air_conditioner
4339,drilling
755,air_conditioner
7456,siren
7499,siren
5647,gun_shot
6998,siren
5800,gun_shot
1330,car_horn
6162,jackhammer
6989,siren
6444,jackhammer
6985,siren
3781,drilling
860,air_conditioner
6096,jackhammer
1137,car_horn
565,air_conditioner
1499,children_playing
5239,engine_idling
8717,street_music
3912,drilling
764,air_conditioner
2884,dog_bark
7229,siren
8483,street_music
4087,drilling
2677,dog_bark
4805,engine_idling
2091,children_playing
6432,jackhammer
5960,jackhammer
1342,car_horn
975,air_conditioner
4041,drilling
7675,siren
6394,jackhammer
8088,street_music
2531,dog_bark
2203,children_playing
1469,children_playing
676,air_conditioner
5474,gun_shot
8632,street_music
1524,children_playing
4256,drilling
320,air_conditioner
559,air_conditioner
5430,gun_shot
3801,drilling
5671,gun_shot
6665,jackhammer
449,air_conditioner
8304,street_music
6465,jackhammer
1522,children_playing
3930,drilling
1816,children_playing
1296,car_horn
1539,children_playing
7107,siren
3018,dog_bark
8418,street_music
1059,car_horn
6526,jackhammer
4587,engine_idling
5947,jackhammer
796,air_conditioner
8207,street_music
8580,street_music
502,air_conditioner
85,air_conditioner
4463,engine_idling
4982,engine_idling
6994,siren
7267,siren
297,air_conditioner
362,air_conditioner
1591,children_playing
5072,engine_idling
5999,jackhammer
2648,dog_bark
6522,jackhammer
3247,dog_bark
4837,engine_idling
7445,siren
4922,engine_idling
4442,engine_idling
4255,drilling
1375,car_horn
2964,dog_bark
3817,drilling
8635,street_music
7056,siren
6251,jackhammer
736,air_conditioner
6308,jackhammer
955,air_conditioner
4784,engine_idling
2010,children_playing
1297,car_horn
2057,children_playing
5882,jackhammer
3508,drilling
6792,jackhammer
864,air_conditioner
7906,street_music
3554,drilling
2951,dog_bark
7325,siren
4980,engine_idling
7603,siren
6269,jackhammer
7344,siren
228,air_conditioner
7972,street_music
3310,dog_bark
5975,jackhammer
1218,car_horn
3000,dog_bark
2765,dog_bark
7421,siren
2114,children_playing
5076,engine_idling
7504,siren
1095,car_horn
3030,dog_bark
7406,siren
6872,siren
2581,dog_bark
7367,siren
41,air_conditioner
391,air_conditioner
5844,jackhammer
4835,engine_idling
7592,siren
2363,children_playing
3260,dog_bark
7765,street_music
4936,engine_idling
4593,engine_idling
7192,siren
4423,drilling
2684,dog_bark
5407,engine_idling
1410,car_horn
3891,drilling
221,air_conditioner
6623,jackhammer
7895,street_music
2542,dog_bark
5115,engine_idling
7092,siren
3615,drilling
414,air_conditioner
6150,jackhammer
4935,engine_idling
2297,children_playing
6256,jackhammer
4414,drilling
4316,drilling
752,air_conditioner
650,air_conditioner
3318,dog_bark
1708,children_playing
1927,children_playing
8631,street_music
8679,street_music
213,air_conditioner
8045,street_music
7112,siren
5860,jackhammer
468,air_conditioner
1061,car_horn
2578,dog_bark
7545,siren
3375,dog_bark
990,air_conditioner
675,air_conditioner
1554,children_playing
3197,dog_bark
2885,dog_bark
7150,siren
1680,children_playing
2761,dog_bark
1158,car_horn
8590,street_music
7364,siren
6244,jackhammer
1821,children_playing
8554,street_music
1128,car_horn
5220,engine_idling
8034,street_music
5417,engine_idling
1403,car_horn
203,air_conditioner
1797,children_playing
2241,children_playing
7861,street_music
4015,drilling
6738,jackhammer
4075,drilling
8387,street_music
7566,siren
3022,dog_bark
6636,jackhammer
1205,car_horn
4517,engine_idling
4815,engine_idling
3745,drilling
6243,jackhammer
177,air_conditioner
7486,siren
2085,children_playing
799,air_conditioner
1101,car_horn
7950,street_music
3904,drilling
7716,siren
6392,jackhammer
3917,drilling
6813,siren
3145,dog_bark
1378,car_horn
6588,jackhammer
4140,drilling
7357,siren
831,air_conditioner
3991,drilling
4243,drilling
8501,street_music
940,air_conditioner
3581,drilling
4797,engine_idling
3814,drilling
8693,street_music
5203,engine_idling
2687,dog_bark
2815,dog_bark
6952,siren
402,air_conditioner
2963,dog_bark
2053,children_playing
36,air_conditioner
2863,dog_bark
2806,dog_bark
1785,children_playing
7149,siren
1551,children_playing
2808,dog_bark
5917,jackhammer
7589,siren
3228,dog_bark
595,air_conditioner
5152,engine_idling
1397,car_horn
3259,dog_bark
8166,street_music
542,air_conditioner
425,air_conditioner
4250,drilling
4707,engine_idling
6021,jackhammer
6415,jackhammer
5468,gun_shot
3442,drilling
8067,street_music
1048,car_horn
1865,children_playing
651,air_conditioner
6249,jackhammer
1187,car_horn
43,air_conditioner
1521,children_playing
127,air_conditioner
8208,street_music
8291,street_music
1092,car_horn
2044,children_playing
637,air_conditioner
6368,jackhammer
5200,engine_idling
5062,engine_idling
5157,engine_idling
6171,jackhammer
3539,drilling
6560,jackhammer
8706,street_music
8467,street_music
2676,dog_bark
4763,engine_idling
6795,jackhammer
8374,street_music
6207,jackhammer
39,air_conditioner
8519,street_music
5864,jackhammer
1895,children_playing
2355,children_playing
5848,jackhammer
2196,children_playing
5309,engine_idling
4275,drilling
7117,siren
5190,engine_idling
5946,jackhammer
7148,siren
2632,dog_bark
5294,engine_idling
3504,drilling
3068,dog_bark
5831,jackhammer
4461,engine_idling
2182,children_playing
5536,gun_shot
6335,jackhammer
4719,engine_idling
7859,street_music
3825,drilling
2313,children_playing
4208,drilling
6796,jackhammer
4405,drilling
8032,street_music
7673,siren
7135,siren
6403,jackhammer
2120,children_playing
6621,jackhammer
3207,dog_bark
2470,dog_bark
7446,siren
2893,dog_bark
6705,jackhammer
3851,drilling
3873,drilling
7023,siren
4834,engine_idling
1195,car_horn
7946,street_music
5362,engine_idling
7764,street_music
1204,car_horn
7833,street_music
7552,siren
4964,engine_idling
1020,car_horn
1254,car_horn
259,air_conditioner
1721,children_playing
7958,street_music
8361,street_music
4884,engine_idling
5272,engine_idling
5720,gun_shot
454,air_conditioner
6478,jackhammer
7526,siren
8487,street_music
2921,dog_bark
7877,street_music
917,air_conditioner
3161,dog_bark
318,air_conditioner
7481,siren
2660,dog_bark
8533,street_music
1862,children_playing
8027,street_music
6483,jackhammer
4748,engine_idling
5991,jackhammer
5526,gun_shot
7658,siren
1716,children_playing
8597,street_music
120,air_conditioner
2720,dog_bark
1135,car_horn
4534,engine_idling
388,air_conditioner
3519,drilling
5771,gun_shot
4246,drilling
4912,engine_idling
6802,jackhammer
2502,dog_bark
5116,engine_idling
6507,jackhammer
813,air_conditioner
6725,jackhammer
205,air_conditioner
7493,siren
4502,engine_idling
2273,children_playing
1365,car_horn
4374,drilling
8287,street_music
5498,gun_shot
8684,street_music
3074,dog_bark
4497,engine_idling
8246,street_music
6492,jackhammer
786,air_conditioner
3166,dog_bark
166,air_conditioner
1650,children_playing
2508,dog_bark
596,air_conditioner
535,air_conditioner
4930,engine_idling
6632,jackhammer
5422,engine_idling
5575,gun_shot
1576,children_playing
2456,dog_bark
1326,car_horn
6693,jackhammer
375,air_conditioner
178,air_conditioner
6608,jackhammer
8002,street_music
444,air_conditioner
5519,gun_shot
2228,children_playing
1141,car_horn
4653,engine_idling
451,air_conditioner
5078,engine_idling
2934,dog_bark
6879,siren
8103,street_music
7841,street_music
6029,jackhammer
4976,engine_idling
194,air_conditioner
2973,dog_bark
3973,drilling
3055,dog_bark
2655,dog_bark
698,air_conditioner
1527,children_playing
1347,car_horn
2627,dog_bark
6471,jackhammer
4088,drilling
1685,children_playing
8539,street_music
7101,siren
8078,street_music
2537,dog_bark
1420,car_horn
3707,drilling
6048,jackhammer
1364,car_horn
4546,engine_idling
5680,gun_shot
6568,jackhammer
982,air_conditioner
5578,gun_shot
5765,gun_shot
6814,siren
38,air_conditioner
7179,siren
7017,siren
3754,drilling
2142,children_playing
5837,jackhammer
1058,car_horn
6067,jackhammer
8082,street_music
2231,children_playing
5974,jackhammer
3041,dog_bark
4304,drilling
1665,children_playing
5719,gun_shot
5606,gun_shot
3433,drilling
1160,car_horn
308,air_conditioner
6049,jackhammer
749,air_conditioner
2779,dog_bark
1760,children_playing
8104,street_music
2383,children_playing
2169,children_playing
8683,street_music
494,air_conditioner
6275,jackhammer
1289,car_horn
5043,engine_idling
6717,jackhammer
4543,engine_idling
4577,engine_idling
1055,car_horn
3605,drilling
8012,street_music
2235,children_playing
809,air_conditioner
8509,street_music
1118,car_horn
5041,engine_idling
4650,engine_idling
7993,street_music
1379,car_horn
6405,jackhammer
994,air_conditioner
781,air_conditioner
3040,dog_bark
7416,siren
8562,street_music
6414,jackhammer
4988,engine_idling
2538,dog_bark
3436,drilling
1744,children_playing
3669,drilling
7251,siren
2903,dog_bark
6525,jackhammer
5736,gun_shot
8339,street_music
3497,drilling
5701,gun_shot
4213,drilling
8478,street_music
1390,car_horn
3340,dog_bark
4929,engine_idling
5311,engine_idling
5106,engine_idling
4844,engine_idling
4937,engine_idling
7672,siren
8653,street_music
5635,gun_shot
7468,siren
1111,car_horn
5550,gun_shot
4811,engine_idling
8622,street_music
6105,jackhammer
1449,children_playing
1958,children_playing
5586,gun_shot
2425,children_playing
8209,street_music
2424,children_playing
5750,gun_shot
5734,gun_shot
1810,children_playing
8375,street_music
5663,gun_shot
624,air_conditioner
3767,drilling
1561,children_playing
742,air_conditioner
7159,siren
4525,engine_idling
8066,street_music
8135,street_music
69,air_conditioner
7752,street_music
6651,jackhammer
843,air_conditioner
5410,engine_idling
4017,drilling
1103,car_horn
4473,engine_idling
3431,drilling
6511,jackhammer
3985,drilling
2838,dog_bark
3901,drilling
5185,engine_idling
7666,siren
2137,children_playing
4167,drilling
2503,dog_bark
5542,gun_shot
7439,siren
1889,children_playing
3772,drilling
3544,drilling
2551,dog_bark
310,air_conditioner
7387,siren
7440,siren
335,air_conditioner
6469,jackhammer
5824,jackhammer
7968,street_music
1882,children_playing
2016,children_playing
1778,children_playing
3860,drilling
6358,jackhammer
8666,street_music
5140,engine_idling
1824,children_playing
2465,dog_bark
3736,drilling
8124,street_music
6385,jackhammer
6823,siren
3127,dog_bark
6010,jackhammer
7848,street_music
870,air_conditioner
2253,children_playing
31,air_conditioner
2227,children_playing
7851,street_music
114,air_conditioner
5352,engine_idling
2731,dog_bark
8431,street_music
3046,dog_bark
99,air_conditioner
4253,drilling
8183,street_music
4159,drilling
7311,siren
662,air_conditioner
4247,drilling
252,air_conditioner
7205,siren
1008,car_horn
4890,engine_idling
7285,siren
16,air_conditioner
5501,gun_shot
6726,jackhammer
8402,street_music
5954,jackhammer
6239,jackhammer
2692,dog_bark
5028,engine_idling
2652,dog_bark
1577,children_playing
8134,street_music
3499,drilling
6412,jackhammer
4882,engine_idling
3524,drilling
3162,dog_bark
7793,street_music
1131,car_horn
7005,siren
7724,siren
1835,children_playing
2019,children_playing
5419,engine_idling
8725,street_music
6175,jackhammer
5486,gun_shot
2890,dog_bark
2690,dog_bark
5972,jackhammer
6715,jackhammer
6656,jackhammer
1136,car_horn
6748,jackhammer
8589,street_music
3070,dog_bark
6439,jackhammer
7682,siren
1355,car_horn
1968,children_playing
6930,siren
1286,car_horn
8434,street_music
5099,engine_idling
8541,street_music
7618,siren
6112,jackhammer
3164,dog_bark
7706,siren
7849,street_music
6894,siren
8309,street_music
758,air_conditioner
2442,dog_bark
8324,street_music
5539,gun_shot
271,air_conditioner
2051,children_playing
7047,siren
1784,children_playing
6669,jackhammer
1387,car_horn
2421,children_playing
1693,children_playing
1106,car_horn
4734,engine_idling
8672,street_music
1051,car_horn
3248,dog_bark
3787,drilling
337,air_conditioner
8681,street_music
3546,drilling
4266,drilling
1455,children_playing
2619,dog_bark
3571,drilling
2850,dog_bark
4475,engine_idling
277,air_conditioner
6122,jackhammer
7348,siren
3474,drilling
949,air_conditioner
8239,street_music
5851,jackhammer
6278,jackhammer
3130,dog_bark
573,air_conditioner
2276,children_playing
3949,drilling
6679,jackhammer
3792,drilling
2623,dog_bark
6904,siren
2357,children_playing
5919,jackhammer
530,air_conditioner
682,air_conditioner
5284,engine_idling
4485,engine_idling
1466,children_playing
7495,siren
4584,engine_idling
6919,siren
2002,children_playing
5676,gun_shot
841,air_conditioner
1645,children_playing
7819,street_music
5092,engine_idling
8643,street_music
2374,children_playing
6454,jackhammer
3146,dog_bark
1917,children_playing
1484,children_playing
6978,siren
4201,drilling
5631,gun_shot
8092,street_music
4368,drilling
3671,drilling
1282,car_horn
6701,jackhammer
1830,children_playing
4404,drilling
8069,street_music
2422,children_playing
6419,jackhammer
5139,engine_idling
5167,engine_idling
6954,siren
5608,gun_shot
2637,dog_bark
7650,siren
8586,street_music
1231,car_horn
5914,jackhammer
3699,drilling
7856,street_music
6154,jackhammer
1086,car_horn
3744,drilling
7206,siren
6557,jackhammer
3194,dog_bark
3430,drilling
5411,engine_idling
3355,dog_bark
697,air_conditioner
8436,street_music
3267,dog_bark
4160,drilling
3922,drilling
427,air_conditioner
5216,engine_idling
5692,gun_shot
2730,dog_bark
1113,car_horn
4415,drilling
7670,siren
8640,street_music
3909,drilling
3479,drilling
3277,dog_bark
1678,children_playing
862,air_conditioner
1487,children_playing
5868,jackhammer
4381,drilling
4410,drilling
2293,children_playing
5138,engine_idling
5279,engine_idling
7957,street_music
2845,dog_bark
585,air_conditioner
918,air_conditioner
621,air_conditioner
3380,dog_bark
463,air_conditioner
4883,engine_idling
3696,drilling
3284,dog_bark
34,air_conditioner
8132,street_music
2426,children_playing
7795,street_music
2953,dog_bark
6276,jackhammer
5990,jackhammer
2854,dog_bark
1929,children_playing
6334,jackhammer
3833,drilling
7998,street_music
1510,children_playing
3529,drilling
3890,drilling
8031,street_music
5992,jackhammer
6487,jackhammer
7715,siren
4296,drilling
4432,engine_idling
3147,dog_bark
2746,dog_bark
7450,siren
2096,children_playing
6663,jackhammer
2881,dog_bark
8176,street_music
7474,siren
3155,dog_bark
709,air_conditioner
79,air_conditioner
2040,children_playing
7373,siren
5664,gun_shot
232,air_conditioner
2100,children_playing
857,air_conditioner
5212,engine_idling
2955,dog_bark
6309,jackhammer
4828,engine_idling
5050,engine_idling
7635,siren
2025,children_playing
188,air_conditioner
1145,car_horn
4395,drilling
8255,street_music
4422,drilling
6572,jackhammer
1586,children_playing
510,air_conditioner
1756,children_playing
7134,siren
7629,siren
2337,children_playing
7632,siren
7045,siren
833,air_conditioner
1568,children_playing
7073,siren
4950,engine_idling
8645,street_music
7491,siren
6247,jackhammer
4754,engine_idling
3241,dog_bark
258,air_conditioner
6017,jackhammer
303,air_conditioner
7914,street_music
2647,dog_bark
725,air_conditioner
6827,siren
8403,street_music
8173,street_music
1625,children_playing
3868,drilling
4803,engine_idling
5727,gun_shot
48,air_conditioner
6569,jackhammer
687,air_conditioner
222,air_conditioner
2796,dog_bark
2689,dog_bark
2971,dog_bark
1376,car_horn
5969,jackhammer
1559,children_playing
4437,engine_idling
3266,dog_bark
5832,jackhammer
5877,jackhammer
6658,jackhammer
2967,dog_bark
8675,street_music
1165,car_horn
8416,street_music
5400,engine_idling
6052,jackhammer
3212,dog_bark
1083,car_horn
4142,drilling
8005,street_music
396,air_conditioner
1130,car_horn
5885,jackhammer
8637,street_music
1754,children_playing
5315,engine_idling
6119,jackhammer
1252,car_horn
7722,siren
2153,children_playing
5420,engine_idling
7384,siren
7579,siren
4800,engine_idling
8426,street_music
8395,street_music
1593,children_playing
611,air_conditioner
342,air_conditioner
68,air_conditioner
450,air_conditioner
7169,siren
7194,siren
894,air_conditioner
4820,engine_idling
2497,dog_bark
3627,drilling
761,air_conditioner
1043,car_horn
2888,dog_bark
6660,jackhammer
5609,gun_shot
6886,siren
2833,dog_bark
2855,dog_bark
2672,dog_bark
435,air_conditioner
2070,children_playing
8591,street_music
3665,drilling
4435,engine_idling
7449,siren
1761,children_playing
1737,children_playing
1571,children_playing
5731,gun_shot
4020,drilling
2068,children_playing
5785,gun_shot
3721,drilling
7750,street_music
7392,siren
3500,drilling
3467,drilling
5285,engine_idling
7089,siren
8446,street_music
6915,siren
6326,jackhammer
407,air_conditioner
8515,street_music
978,air_conditioner
4328,drilling
7199,siren
2969,dog_bark
8415,street_music
5025,engine_idling
609,air_conditioner
6474,jackhammer
1910,children_playing
4325,drilling
509,air_conditioner
2448,dog_bark
8507,street_music
164,air_conditioner
8073,street_music
6644,jackhammer
263,air_conditioner
5376,engine_idling
7124,siren
7284,siren
3977,drilling
5217,engine_idling
1192,car_horn
505,air_conditioner
525,air_conditioner
7121,siren
3822,drilling
5247,engine_idling
7529,siren
616,air_conditioner
3818,drilling
7771,street_music
6773,jackhammer
6874,siren
7286,siren
6273,jackhammer
7542,siren
2693,dog_bark
4897,engine_idling
4073,drilling
2154,children_playing
5897,jackhammer
216,air_conditioner
7296,siren
282,air_conditioner
7333,siren
3206,dog_bark
7506,siren
6925,siren
2877,dog_bark
1925,children_playing
7934,street_music
1047,car_horn
2289,children_playing
3803,drilling
8489,street_music
71,air_conditioner
7098,siren
8462,street_music
2302,children_playing
5843,jackhammer
630,air_conditioner
2364,children_playing
4710,engine_idling
1635,children_playing
950,air_conditioner
5654,gun_shot
4009,drilling
319,air_conditioner
280,air_conditioner
6590,jackhammer
4978,engine_idling
4331,drilling
654,air_conditioner
4428,drilling
628,air_conditioner
6570,jackhammer
374,air_conditioner
801,air_conditioner
3900,drilling
8133,street_music
1461,children_playing
1660,children_playing
7994,street_music
6878,siren
2185,children_playing
1692,children_playing
8020,street_music
3321,dog_bark
825,air_conditioner
7700,siren
7257,siren
5951,jackhammer
7341,siren
3469,drilling
8703,street_music
1352,car_horn
7905,street_music
973,air_conditioner
4533,engine_idling
7602,siren
7918,street_music
1780,children_playing
2611,dog_bark
1808,children_playing
3006,dog_bark
4370,drilling
7237,siren
399,air_conditioner
233,air_conditioner
7995,street_music
1473,children_playing
8204,street_music
7295,siren
8458,street_music
3929,drilling
1528,children_playing
8061,street_music
6179,jackhammer
5063,engine_idling
8277,street_music
547,air_conditioner
2733,dog_bark
7077,siren
1109,car_horn
6633,jackhammer
2389,children_playing
2726,dog_bark
5450,gun_shot
4245,drilling
7154,siren
2148,children_playing
7399,siren
6976,siren
5136,engine_idling
6562,jackhammer
4755,engine_idling
3122,dog_bark
4482,engine_idling
3528,drilling
6390,jackhammer
2387,children_playing
6165,jackhammer
5613,gun_shot
1838,children_playing
2336,children_playing
5012,engine_idling
3924,drilling
2802,dog_bark
3320,dog_bark
1089,car_horn
6263,jackhammer
191,air_conditioner
4083,drilling
1733,children_playing
7882,street_music
1550,children_playing
6970,siren
8392,street_music
6375,jackhammer
4215,drilling
8399,street_music
4120,drilling
3281,dog_bark
4947,engine_idling
1253,car_horn
7488,siren
4158,drilling
1170,car_horn
7986,street_music
206,air_conditioner
4182,drilling
1879,children_playing
8508,street_music
8338,street_music
7865,street_music
7532,siren
6542,jackhammer
6979,siren
5069,engine_idling
1976,children_playing
4002,drilling
4055,drilling
8236,street_music
766,air_conditioner
5395,engine_idling
165,air_conditioner
6799,jackhammer
6141,jackhammer
4027,drilling
364,air_conditioner
3513,drilling
5820,jackhammer
2976,dog_bark
272,air_conditioner
2776,dog_bark
4680,engine_idling
5506,gun_shot
3805,drilling
4572,engine_idling
1782,children_playing
853,air_conditioner
2572,dog_bark
3236,dog_bark
4209,drilling
2292,children_playing
5074,engine_idling
4312,drilling
7207,siren
6672,jackhammer
8257,street_music
4343,drilling
2156,children_playing
72,air_conditioner
7985,street_music
7212,siren
2994,dog_bark
4522,engine_idling
1728,children_playing
1655,children_playing
6937,siren
1959,children_playing
2274,children_playing
2223,children_playing
4421,drilling
5928,jackhammer
4531,engine_idling
6248,jackhammer
4942,engine_idling
1068,car_horn
3655,drilling
3315,dog_bark
8089,street_music
555,air_conditioner
370,air_conditioner
4715,engine_idling
4851,engine_idling
7678,siren
4571,engine_idling
4717,engine_idling
2823,dog_bark
3191,dog_bark
5424,engine_idling
7599,siren
3681,drilling
7104,siren
7011,siren
2860,dog_bark
5192,engine_idling
3324,dog_bark
3585,drilling
4166,drilling
278,air_conditioner
7462,siren
6675,jackhammer
5922,jackhammer
8563,street_music
7184,siren
4925,engine_idling
8406,street_music
1401,car_horn
8574,street_music
6136,jackhammer
6452,jackhammer
5561,gun_shot
6298,jackhammer
1674,children_playing
1922,children_playing
5129,engine_idling
2936,dog_bark
7457,siren
8584,street_music
3447,drilling
7390,siren
3303,dog_bark
2605,dog_bark
4356,drilling
3180,dog_bark
6635,jackhammer
4373,drilling
5948,jackhammer
7066,siren
5814,jackhammer
3794,drilling
8194,street_music
3609,drilling
1689,children_playing
2805,dog_bark
5772,gun_shot
223,air_conditioner
2322,children_playing
5744,gun_shot
5655,gun_shot
7128,siren
7924,street_music
6768,jackhammer
8212,street_music
582,air_conditioner
1139,car_horn
8126,street_music
6241,jackhammer
7451,siren
8237,street_music
8076,street_music
8435,street_music
7761,street_music
3444,drilling
6756,jackhammer
6995,siren
3893,drilling
5425,engine_idling
2221,children_playing
5493,gun_shot
8223,street_music
3341,dog_bark
4466,engine_idling
1818,children_playing
7747,street_music
4688,engine_idling
1019,car_horn
816,air_conditioner
5564,gun_shot
2288,children_playing
27,air_conditioner
4233,drilling
3855,drilling
6616,jackhammer
6702,jackhammer
4943,engine_idling
3060,dog_bark
4725,engine_idling
2781,dog_bark
5209,engine_idling
1409,car_horn
2682,dog_bark
7427,siren
3807,drilling
898,air_conditioner
4944,engine_idling
643,air_conditioner
2544,dog_bark
5073,engine_idling
2393,children_playing
2917,dog_bark
7688,siren
5101,engine_idling
1690,children_playing
7733,street_music
5965,jackhammer
2957,dog_bark
3076,dog_bark
3478,drilling
4153,drilling
6406,jackhammer
2943,dog_bark
3829,drilling
7974,street_music
3049,dog_bark
6851,siren
4236,drilling
3151,dog_bark
5068,engine_idling
5266,engine_idling
4632,engine_idling
2729,dog_bark
1236,car_horn
7235,siren
2021,children_playing
6080,jackhammer
1334,car_horn
7288,siren
6552,jackhammer
255,air_conditioner
7461,siren
3080,dog_bark
615,air_conditioner
3292,dog_bark
6647,jackhammer
3701,drilling
1148,car_horn
6840,siren
4592,engine_idling
8116,street_music
8665,street_music
7385,siren
6186,jackhammer
3791,drilling
3339,dog_bark
7823,street_music
7168,siren
6529,jackhammer
1371,car_horn
8394,street_music
5174,engine_idling
4308,drilling
7183,siren
3698,drilling
2635,dog_bark
3643,drilling
1011,car_horn
887,air_conditioner
413,air_conditioner
741,air_conditioner
1877,children_playing
7548,siren
8658,street_music
1748,children_playing
7896,street_music
4709,engine_idling
1284,car_horn
2666,dog_bark
1120,car_horn
7680,siren
3209,dog_bark
5256,engine_idling
3223,dog_bark
3078,dog_bark
8525,street_music
1584,children_playing
5358,engine_idling
5751,gun_shot
6881,siren
7663,siren
4953,engine_idling
1732,children_playing
474,air_conditioner
473,air_conditioner
7371,siren
6012,jackhammer
1001,car_horn
4726,engine_idling
384,air_conditioner
5237,engine_idling
946,air_conditioner
1335,car_horn
3263,dog_bark
7789,street_music
1677,children_playing
2349,children_playing
7219,siren
1557,children_playing
336,air_conditioner
602,air_conditioner
572,air_conditioner
3450,drilling
3024,dog_bark
3159,dog_bark
1619,children_playing
7263,siren
363,air_conditioner
6363,jackhammer
2813,dog_bark
6081,jackhammer
7844,street_music
3135,dog_bark
7619,siren
5881,jackhammer
4886,engine_idling
3507,drilling
6766,jackhammer
6943,siren
1144,car_horn
4775,engine_idling
6916,siren
992,air_conditioner
4504,engine_idling
536,air_conditioner
5015,engine_idling
5754,gun_shot
7037,siren
3316,dog_bark
8210,street_music
5667,gun_shot
5146,engine_idling
4698,engine_idling
8114,street_music
2024,children_playing
2910,dog_bark
2061,children_playing
3511,drilling
5735,gun_shot
4320,drilling
1736,children_playing
2172,children_playing
3466,drilling
6849,siren
91,air_conditioner
3353,dog_bark
5037,engine_idling
4261,drilling
4235,drilling
933,air_conditioner
5495,gun_shot
6780,jackhammer
